date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:13	2086/2086	---M--	200	added ('OK')	image/png	etag:%2266e718a5-826%22	https://localghost.dev/img/sunset-icon.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/sunset-icon.png	(from https://localghost.dev/)
13:35:13	896/896	---M--	200	added ('OK')	image/png	etag:%2266e718a5-380%22	https://localghost.dev/img/minimalist-icon.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/minimalist-icon.png	(from https://localghost.dev/)
13:35:14	3927/3927	---M--	200	added ('OK')	image/png	etag:%2266e718a2-f57%22	https://localghost.dev/img/2003-icon.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/2003-icon.png	(from https://localghost.dev/)
13:35:14	1005/1005	---M--	200	added ('OK')	image/png	etag:%2266e718a5-3ed%22	https://localghost.dev/img/vaporwave-icon.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/vaporwave-icon.png	(from https://localghost.dev/)
13:35:14	5528/5528	---M--	200	added ('OK')	image/png	etag:%2266e718a5-1598%22	https://localghost.dev/img/netscape-logo.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/netscape-logo.png	(from https://localghost.dev/)
13:35:15	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:15%20GMT	https://localghost.dev/about	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/about	(from https://localghost.dev/)
13:35:15	102402/102402	---MCZ	200	added ('OK')	text/html	etag:W/%2267332453-19002%22	https://localghost.dev/about/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/about/index.html	(from https://localghost.dev/)
13:35:15	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:15%20GMT	https://localghost.dev/blog	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/blog	(from https://localghost.dev/)
13:35:16	103836/103836	---MCZ	200	added ('OK')	text/html	etag:W/%22675573fa-1959c%22	https://localghost.dev/blog/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/blog/index.html	(from https://localghost.dev/)
13:35:16	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:16%20GMT	https://localghost.dev/talks	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/talks	(from https://localghost.dev/)
13:35:16	101563/101563	---MCZ	200	added ('OK')	text/html	etag:W/%2267332456-18cbb%22	https://localghost.dev/talks/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/talks/index.html	(from https://localghost.dev/)
13:35:16	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:16%20GMT	https://localghost.dev/links	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/links	(from https://localghost.dev/)
13:35:17	101604/101604	---MCZ	200	added ('OK')	text/html	etag:W/%2267332455-18ce4%22	https://localghost.dev/links/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/links/index.html	(from https://localghost.dev/)
13:35:17	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:17%20GMT	https://localghost.dev/etc	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/etc	(from https://localghost.dev/)
13:35:18	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:17%20GMT	https://localghost.dev/projects	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/projects	(from https://localghost.dev/)
13:35:18	100757/100757	---MCZ	200	added ('OK')	text/html	etag:W/%2267332454-18995%22	https://localghost.dev/etc/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/etc/index.html	(from https://localghost.dev/)
13:35:18	2064/2064	---M--	200	added ('OK')	image/gif	etag:%22663655bd-810%22	https://localghost.dev/img/made-with-11ty.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/made-with-11ty.gif	(from https://localghost.dev/)
13:35:18	99884/99884	---MCZ	200	added ('OK')	text/html	etag:W/%2267332455-1862c%22	https://localghost.dev/projects/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/projects/index.html	(from https://localghost.dev/)
13:35:18	100033/100033	---MCZ	200	added ('OK')	text/html	etag:W/%22675573fa-186c1%22	https://localghost.dev/blog/good-links-2024-12-08/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/blog/good-links-2024-12-08/index.html	(from https://localghost.dev/)
13:35:19	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:18%20GMT	https://localghost.dev/rss	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/rss	(from https://localghost.dev/)
13:35:19	116468/116468	---MCZ	200	added ('OK')	text/html	etag:W/%22674b05e4-1c6f4%22	https://localghost.dev/blog/some-things-i-ve-been-enjoying-recently-november-2024-edition/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/blog/some-things-i-ve-been-enjoying-recently-november-2024-edition/index.html	(from https://localghost.dev/)
13:35:19	108008/108008	---MCZ	200	added ('OK')	text/html	etag:W/%22674b01c9-1a5e8%22	https://localghost.dev/blog/the-art-in-everyday-life/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/blog/the-art-in-everyday-life/index.html	(from https://localghost.dev/)
13:35:19	99996/99996	---MCZ	200	added ('OK')	text/html	etag:W/%2267332455-1869c%22	https://localghost.dev/rss/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/rss/index.html	(from https://localghost.dev/)
13:35:20	267/267	---M--	200	added ('OK')	image/png	etag:%2266e718a4-10b%22	https://localghost.dev/img/city-icon-hover.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/city-icon-hover.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:20	808/808	---M--	200	added ('OK')	image/png	etag:%2266e718a5-328%22	https://localghost.dev/img/sunset-icon-hover.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/sunset-icon-hover.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:21	11173/11173	---M--	200	added ('OK')	image/png	etag:%2266e718a2-2ba5%22	https://localghost.dev/img/2003-icon-hover.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/2003-icon-hover.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:21	201/201	---M--	200	added ('OK')	image/png	etag:%2266e7189f-c9%22	https://localghost.dev/img/garden-icon-hover.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-icon-hover.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:21	4074/4074	---M--	200	added ('OK')	image/webp	etag:%22638337f8-fea%22	https://localghost.dev/img/geocities/1999-bg.webp	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/1999-bg.webp	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:21	119202/119202	---M--	200	added ('OK')	image/webp	etag:%226383384e-1d1a2%22	https://localghost.dev/img/vaporwave-bg.webp	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/vaporwave-bg.webp	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:22	35414/35414	---M--	200	added ('OK')	application/octet-stream	etag:%2263833875-8a56%22	https://localghost.dev/fonts/Bayshore.woff2	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/fonts/Bayshore.woff2	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:22	26296/26296	---M--	200	added ('OK')	application/octet-stream	etag:%226420959d-66b8%22	https://localghost.dev/fonts/Figtree.var.woff2	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/fonts/Figtree.var.woff2	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:22	26896/26896	---M--	200	added ('OK')	application/octet-stream	etag:%226420959d-6910%22	https://localghost.dev/fonts/Figtree-italic.var.woff2	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/fonts/Figtree-italic.var.woff2	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:23	16620/16620	---M--	200	added ('OK')	application/octet-stream	etag:%2263833871-40ec%22	https://localghost.dev/fonts/VCROSDMono.woff2	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/fonts/VCROSDMono.woff2	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:23	7108/7108	---M--	200	added ('OK')	application/font-woff	etag:%2263833878-1bc4%22	https://localghost.dev/fonts/W95-sans.woff	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/fonts/W95-sans.woff	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:23	71760/71760	---M--	200	added ('OK')	application/octet-stream	etag:%22658efddf-11850%22	https://localghost.dev/fonts/Bleeding_Cowboys.woff2	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/fonts/Bleeding_Cowboys.woff2	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:24	42956/42956	---M--	200	added ('OK')	application/octet-stream	etag:%22658efddf-a7cc%22	https://localghost.dev/fonts/Impact_Label.woff2	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/fonts/Impact_Label.woff2	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:24	15416/15416	---M--	200	added ('OK')	application/octet-stream	etag:%2266e7189f-3c38%22	https://localghost.dev/fonts/PixelSerif.woff2	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/fonts/PixelSerif.woff2	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:24	572/572	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226383385b-23c%22	https://localghost.dev/icons/triangle-bullet.svg	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/icons/triangle-bullet.svg	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:24	4093/4093	---M--	200	added ('OK')	image/png	etag:%2263833850-ffd%22	https://localghost.dev/img/sunset.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/sunset.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:25	710/710	---M--	200	added ('OK')	image/png	etag:%2266e718a2-2c6%22	https://localghost.dev/icons/cd-bullet.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/icons/cd-bullet.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:25	154/154	---M--	200	added ('OK')	image/png	etag:%226383380c-9a%22	https://localghost.dev/img/cursor-w95.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/cursor-w95.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:25	163/163	---M--	200	added ('OK')	image/png	etag:%2263833810-a3%22	https://localghost.dev/img/pointer-w95.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/pointer-w95.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:26	326/326	---M--	200	added ('OK')	image/gif	etag:%22638337f9-146%22	https://localghost.dev/img/geocities/redball.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/redball.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:26	768/768	---M--	200	added ('OK')	image/webp	etag:%2263833808-300%22	https://localghost.dev/img/geocities/1999-cursor.webp	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/1999-cursor.webp	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:26	330/330	---M--	200	added ('OK')	image/png	etag:%2263833800-14a%22	https://localghost.dev/img/geocities/static/flashingballbullet.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/flashingballbullet.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:27	7151/7151	---M--	200	added ('OK')	image/gif	etag:%22663655bd-1bef%22	https://localghost.dev/img/geocities/flashingballbullet.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/flashingballbullet.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:27	4224/4224	---M--	200	added ('OK')	image/gif	etag:%22663655bd-1080%22	https://localghost.dev/img/geocities/colorbar.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/colorbar.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:27	299/299	---M--	200	added ('OK')	image/png	etag:%2263833803-12b%22	https://localghost.dev/img/geocities/static/colorbar.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/colorbar.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:27	438/438	---M--	200	added ('OK')	image/png	etag:%2263833805-1b6%22	https://localghost.dev/img/geocities/static/previous.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/previous.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:28	375/375	---M--	200	added ('OK')	image/png	etag:%2263833804-177%22	https://localghost.dev/img/geocities/static/next.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/next.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:28	3525/3525	---M--	200	added ('OK')	image/gif	etag:%22663655bd-dc5%22	https://localghost.dev/img/geocities/previous.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/previous.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:28	3372/3372	---M--	200	added ('OK')	image/gif	etag:%22663655bd-d2c%22	https://localghost.dev/img/geocities/next.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/next.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:29	21294/21294	---M--	200	added ('OK')	image/png	etag:%2266e718a5-532e%22	https://localghost.dev/img/sophie-badquality.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/sophie-badquality.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:29	56744/56744	---M--	200	added ('OK')	image/gif	etag:%22663655bd-dda8%22	https://localghost.dev/img/geocities/rainbow-divider-balls.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/rainbow-divider-balls.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:29	612/612	---M--	200	added ('OK')	image/png	etag:%2263833802-264%22	https://localghost.dev/img/geocities/static/rainbow-divider-balls.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/rainbow-divider-balls.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:30	4039/4039	---M--	200	added ('OK')	image/gif	etag:%22663655bd-fc7%22	https://localghost.dev/img/geocities/guestbook.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/guestbook.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:30	1760/1760	---M--	200	added ('OK')	image/png	etag:%2267332455-6e0%22	https://localghost.dev/img/geocities/static/guestbook.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/guestbook.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:30	14933/14933	---M--	200	added ('OK')	image/gif	etag:%2267332453-3a55%22	https://localghost.dev/img/geocities/fax.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/fax.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:30	12184/12184	---M--	200	added ('OK')	image/png	etag:%2267332453-2f98%22	https://localghost.dev/img/geocities/static/fax.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/fax.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:31	5142/5142	---M--	200	added ('OK')	image/gif	etag:%22663655bd-1416%22	https://localghost.dev/img/geocities/subscribe.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/subscribe.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:31	1025/1025	---M--	200	added ('OK')	image/png	etag:%2263833800-401%22	https://localghost.dev/img/geocities/static/subscribe.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/subscribe.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:31	2841/2841	---M--	200	added ('OK')	image/gif	etag:%22663655bd-b19%22	https://localghost.dev/img/geocities/email.gif	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/email.gif	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:32	1986/1986	---M--	200	added ('OK')	image/png	etag:%22638337fe-7c2%22	https://localghost.dev/img/geocities/static/email.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/geocities/static/email.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:32	1044/1044	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226383381a-414%22	https://localghost.dev/img/heart-bullet.svg	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/heart-bullet.svg	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:33	800/800	---M--	200	added ('OK')	image/png	etag:%2266e7189f-320%22	https://localghost.dev/img/garden-theme/grass-tile.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/grass-tile.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:33	1951/1951	---M--	200	added ('OK')	image/png	etag:%2266e7378f-79f%22	https://localghost.dev/img/garden-theme/leaf-bullet.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/leaf-bullet.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:33	159758/159758	---M--	200	added ('OK')	image/png	etag:%2266e718a5-2700e%22	https://localghost.dev/img/grunge-header.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/grunge-header.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:33	2727/2727	---M--	200	added ('OK')	image/png	etag:%2266e7189f-aa7%22	https://localghost.dev/img/garden-theme/sky.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/sky.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:33	202/202	---M--	200	added ('OK')	image/png	etag:%2266e7189f-ca%22	https://localghost.dev/img/garden-theme/robin.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/robin.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:34	5417/5417	---M--	200	added ('OK')	image/png	etag:%2266e7189f-1529%22	https://localghost.dev/img/garden-theme/tree-border.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/tree-border.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:34	1997/1997	---M--	200	added ('OK')	image/png	etag:%2266e7189f-7cd%22	https://localghost.dev/img/garden-theme/flower-border.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/flower-border.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:44	158/158	---M--	200	added ('OK')	image/png	etag:%2266e7189f-9e%22	https://localghost.dev/img/garden-theme/grass-top-border.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/grass-top-border.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:45	1966/1966	---M--	200	added ('OK')	image/png	etag:%2266e7189f-7ae%22	https://localghost.dev/img/garden-theme/soil-tile.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/soil-tile.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:45	1016/1016	---M--	200	added ('OK')	image/png	etag:%2266e7189f-3f8%22	https://localghost.dev/img/garden-theme/fossil.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/fossil.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:45	169/169	---M--	200	added ('OK')	image/png	etag:%2266e7189f-a9%22	https://localghost.dev/img/garden-theme/grass-soil-border.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/garden-theme/grass-soil-border.png	(from https://localghost.dev/css/style.373e0a0d.css)
13:35:46	55992/55992	---M--	200	added ('OK')	image/png	etag:%2266e718a5-dab8%22	https://localghost.dev/img/sophie-transparent.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/sophie-transparent.png	(from https://localghost.dev/about/)
13:35:46	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:46%20GMT	https://localghost.dev/keyboards	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/keyboards	(from https://localghost.dev/about/)
13:35:47	103290/103290	---MCZ	200	added ('OK')	text/html	etag:W/%2267332455-1937a%22	https://localghost.dev/keyboards/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/keyboards/index.html	(from https://localghost.dev/about/)
13:35:47	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:47%20GMT	https://localghost.dev/games	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/games	(from https://localghost.dev/about/)
13:35:47	114653/114653	---MCZ	200	added ('OK')	text/html	etag:W/%2267332455-1bfdd%22	https://localghost.dev/games/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/games/index.html	(from https://localghost.dev/about/)
13:35:48	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:47%20GMT	https://localghost.dev/tags	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/tags	(from https://localghost.dev/blog/)
13:35:49	100943/100943	---MCZ	200	added ('OK')	text/html	etag:W/%2267332454-18a4f%22	https://localghost.dev/blog/good-links-2024-09-22/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/blog/good-links-2024-09-22/index.html	(from https://localghost.dev/blog/)
13:35:49	102790/102790	---MCZ	200	added ('OK')	text/html	etag:W/%22675573fa-19186%22	https://localghost.dev/tags/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/tags/index.html	(from https://localghost.dev/blog/)
13:35:49	103892/103892	---MCZ	200	added ('OK')	text/html	etag:W/%22675573fa-195d4%22	https://localghost.dev/blog/page/1/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/blog/page/1/index.html	(from https://localghost.dev/blog/)
13:35:50	112665/112665	---MCZ	200	added ('OK')	text/html	etag:W/%2267332454-1b819%22	https://localghost.dev/blog/you-should-go-to-conferences/	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/blog/you-should-go-to-conferences/index.html	(from https://localghost.dev/blog/)
13:35:50	79469/79469	---M--	200	added ('OK')	image/jpeg	etag:%2266e718a4-1366d%22	https://localghost.dev/img/ffconf-2.jpg	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/ffconf-2.jpg	(from https://localghost.dev/talks/)
13:35:51	27592/27592	---M--	200	added ('OK')	image/png	etag:%2266e718a4-6bc8%22	https://localghost.dev/img/etc/emojinator.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/etc/emojinator.png	(from https://localghost.dev/etc/)
13:35:51	7263/7263	---M--	200	added ('OK')	image/png	etag:%2266e718a4-1c5f%22	https://localghost.dev/img/etc/virtual-piano.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/etc/virtual-piano.png	(from https://localghost.dev/etc/)
13:35:52	26589/26589	---M--	200	added ('OK')	image/png	etag:%2266e718a4-67dd%22	https://localghost.dev/img/etc/tastingmenu.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/etc/tastingmenu.png	(from https://localghost.dev/etc/)
13:35:52	9145/9145	---M--	200	added ('OK')	image/png	etag:%2266e718a4-23b9%22	https://localghost.dev/img/etc/anythingipsum.png	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/img/etc/anythingipsum.png	(from https://localghost.dev/etc/)
13:35:53	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2013%20Dec%202024%2008:05:53%20GMT	https://localghost.dev/uses	C:/My%20Web%20Sites/DhruvBlog/localghost.dev/uses	(from https://localghost.dev/etc/)
